Word;lemme;cgram;infover
coffrerai;coffrer;VER;"ind:fut:1s;"
coffrerais;coffrer;VER;"cnd:pre:1s;"
coffrerons;coffrer;VER;"ind:fut:1p;"
coffreront;coffrer;VER;"ind:fut:3p;"
coffres;coffrer;VER;"ind:pre:2s;"
coffrez;coffrer;VER;"imp:pre:2p;ind:pre:2p;"
coffrons;coffrer;VER;"imp:pre:1p;"
coffré;coffrer;VER;"par:pas;"
coffrée;coffrer;VER;"par:pas;"
coffrées;coffrer;VER;"par:pas;"
coffrés;coffrer;VER;"par:pas;"
cogitais;cogiter;VER;"ind:imp:1s;"
cogitait;cogiter;VER;"ind:imp:3s;"
cogitant;cogiter;VER;"par:pre;"
cogite;cogiter;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
cogitent;cogiter;VER;"ind:pre:3p;"
cogiter;cogiter;VER;"inf;"
cogité;cogiter;VER;"par:pas;"
cogna;cogner;VER;"ind:pas:3s;"
cognai;cogner;VER;"ind:pas:1s;"
cognaient;cogner;VER;"ind:imp:3p;"
cognais;cogner;VER;"ind:imp:1s;"
cognait;cogner;VER;"ind:imp:3s;"
cognant;cogner;VER;"par:pre;"
cogne;cogner;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
cognent;cogner;VER;"ind:pre:3p;"
cogner;cogner;VER;"inf;"
cognera;cogner;VER;"ind:fut:3s;"
cognerai;cogner;VER;"ind:fut:1s;"
cogneraient;cogner;VER;"cnd:pre:3p;"
cognerais;cogner;VER;"cnd:pre:1s;"
cognerait;cogner;VER;"cnd:pre:3s;"
cognerez;cogner;VER;"ind:fut:2p;"
cogneront;cogner;VER;"ind:fut:3p;"
cognes;cogner;VER;"ind:pre:2s;"
cognez;cogner;VER;"imp:pre:2p;ind:pre:2p;"
cognons;cogner;VER;"imp:pre:1p;ind:pre:1p;"
cognèrent;cogner;VER;"ind:pas:3p;"
cogné;cogner;VER;"par:pas;"
cognée;cogner;VER;"par:pas;"
cognées;cogner;VER;"par:pas;"
cognés;cogner;VER;"par:pas;"
cohabita;cohabiter;VER;"ind:pas:3s;"
cohabitaient;cohabiter;VER;"ind:imp:3p;"
cohabitait;cohabiter;VER;"ind:imp:3s;"
cohabite;cohabiter;VER;"ind:pre:3s;"
cohabitent;cohabiter;VER;"ind:pre:3p;"
cohabiter;cohabiter;VER;"inf;"
cohabiteraient;cohabiter;VER;"cnd:pre:3p;"
cohabitiez;cohabiter;VER;"ind:imp:2p;"
cohabité;cohabiter;VER;"par:pas;"
coiffa;coiffer;VER;"ind:pas:3s;"
coiffai;coiffer;VER;"ind:pas:1s;"
coiffaient;coiffer;VER;"ind:imp:3p;"
coiffais;coiffer;VER;"ind:imp:1s;ind:imp:2s;"
coiffait;coiffer;VER;"ind:imp:3s;"
coiffant;coiffer;VER;"par:pre;"
coiffe;coiffer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
coiffent;coiffer;VER;"ind:pre:3p;"
coiffer;coiffer;VER;"inf;"
coiffera;coiffer;VER;"ind:fut:3s;"
coifferais;coiffer;VER;"cnd:pre:2s;"
coifferait;coiffer;VER;"cnd:pre:3s;"
coifferas;coiffer;VER;"ind:fut:2s;"
coifferont;coiffer;VER;"ind:fut:3p;"
coiffes;coiffer;VER;"ind:pre:2s;"
coiffez;coiffer;VER;"imp:pre:2p;ind:pre:2p;"
coiffiez;coiffer;VER;"ind:imp:2p;"
coiffât;coiffer;VER;"sub:imp:3s;"
coiffèrent;coiffer;VER;"ind:pas:3p;"
coiffé;coiffer;VER;"par:pas;"
coiffée;coiffer;VER;"par:pas;"
coiffées;coiffer;VER;"par:pas;"
coiffés;coiffer;VER;"par:pas;"
coince;coincer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
coincent;coincer;VER;"ind:pre:3p;"
coincer;coincer;VER;"inf;"
coincera;coincer;VER;"ind:fut:3s;"
coincerai;coincer;VER;"ind:fut:1s;"
coincerais;coincer;VER;"cnd:pre:1s;"
coincerait;coincer;VER;"cnd:pre:3s;"
coinceriez;coincer;VER;"cnd:pre:2p;"
coincerons;coincer;VER;"ind:fut:1p;"
coinceront;coincer;VER;"ind:fut:3p;"
coinces;coincer;VER;"ind:pre:2s;"
coincez;coincer;VER;"imp:pre:2p;ind:pre:2p;"
coincher;coincher;VER;"inf;"
coinciez;coincer;VER;"ind:imp:2p;"
coincèrent;coincer;VER;"ind:pas:3p;"
coincé;coincer;VER;"par:pas;"
coincée;coincer;VER;"ind:imp:3p;par:pas;"
coincées;coincer;VER;"par:pas;"
coincés;coincer;VER;"par:pas;"
coinça;coincer;VER;"ind:pas:3s;"
coinçaient;coincer;VER;"ind:imp:3p;"
coinçais;coincer;VER;"ind:imp:1s;"
coinçait;coincer;VER;"ind:imp:3s;"
coinçant;coincer;VER;"par:pre;"
coinçons;coincer;VER;"imp:pre:1p;"
colla;coller;VER;"ind:pas:3s;"
collabora;collaborer;VER;"ind:pas:3s;"
collaborai;collaborer;VER;"ind:pas:1s;"
collaboraient;collaborer;VER;"ind:imp:3p;"
collaborais;collaborer;VER;"ind:imp:1s;ind:imp:2s;"
collaborait;collaborer;VER;"ind:imp:3s;"
collaborant;collaborer;VER;"par:pre;"
collabore;collaborer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
collaborent;collaborer;VER;"ind:pre:3p;"
collaborer;collaborer;VER;"inf;"
collaborera;collaborer;VER;"ind:fut:3s;"
collaborerai;collaborer;VER;"ind:fut:1s;"
collaboreraient;collaborer;VER;"cnd:pre:3p;"
collaborerez;collaborer;VER;"ind:fut:2p;"
collaborerons;collaborer;VER;"ind:fut:1p;"
collabores;collaborer;VER;"ind:pre:2s;"
collaborez;collaborer;VER;"imp:pre:2p;ind:pre:2p;"
collaborions;collaborer;VER;"ind:imp:1p;"
collaborons;collaborer;VER;"imp:pre:1p;ind:pre:1p;"
collaboré;collaborer;VER;"par:pas;"
collai;coller;VER;"ind:pas:1s;"
collaient;coller;VER;"ind:imp:3p;"
collais;coller;VER;"ind:imp:1s;ind:imp:2s;"
collait;coller;VER;"ind:imp:3s;"
collant;coller;VER;"par:pre;"
collapse;collapser;VER;"imp:pre:2s;ind:pre:3s;"
collapserait;collapser;VER;"cnd:pre:3s;"
collas;coller;VER;"ind:pas:2s;"
collationne;collationner;VER;"ind:pre:1s;ind:pre:3s;"
collationner;collationner;VER;"inf;"
collationnés;collationner;VER;"par:pas;"
colle;coller;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
collectait;collecter;VER;"ind:imp:3s;"
collectant;collecter;VER;"par:pre;"
collecte;collecter;VER;"ind:pre:1s;ind:pre:3s;"
collecter;collecter;VER;"inf;"
collectez;collecter;VER;"imp:pre:2p;"
collectionna;collectionner;VER;"ind:pas:3s;"
collectionnaient;collectionner;VER;"ind:imp:3p;"
collectionnais;collectionner;VER;"ind:imp:1s;ind:imp:2s;"
collectionnait;collectionner;VER;"ind:imp:3s;"
collectionnant;collectionner;VER;"par:pre;"
collectionne;collectionner;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
collectionnent;collectionner;VER;"ind:pre:3p;"
collectionner;collectionner;VER;"inf;"
collectionnes;collectionner;VER;"ind:pre:2s;"
collectionnez;collectionner;VER;"imp:pre:2p;ind:pre:2p;"
collectionnions;collectionner;VER;"ind:imp:1p;"
collectionnons;collectionner;VER;"ind:pre:1p;"
collectionné;collectionner;VER;"par:pas;"
collectionnées;collectionner;VER;"par:pas;"
collectionnés;collectionner;VER;"par:pas;"
collectiviser;collectiviser;VER;"inf;"
collectivisé;collectiviser;VER;"par:pas;"
collectivisée;collectiviser;VER;"par:pas;"
collectivisés;collectiviser;VER;"par:pas;"
collectons;collecter;VER;"ind:pre:1p;"
collecté;collecter;VER;"par:pas;"
collectée;collecter;VER;"par:pas;"
collectées;collecter;VER;"par:pas;"
collectés;collecter;VER;"par:pas;"
collent;coller;VER;"ind:pre:3p;"
coller;coller;VER;"inf;;"
collera;coller;VER;"ind:fut:3s;"
collerai;coller;VER;"ind:fut:1s;"
collerais;coller;VER;"cnd:pre:1s;cnd:pre:2s;"
collerait;coller;VER;"cnd:pre:3s;"
colleras;coller;VER;"ind:fut:2s;"
collerez;coller;VER;"ind:fut:2p;"
colleront;coller;VER;"ind:fut:3p;"
colles;coller;VER;"ind:pre:2s;sub:pre:2s;"
colleter;colleter;VER;"inf;"
collette;colleter;VER;"imp:pre:2s;ind:pre:3s;"
colleté;colleter;VER;"par:pas;"
colletés;colleter;VER;"par:pas;"
collez;coller;VER;"imp:pre:2p;ind:pre:2p;"
colliez;coller;VER;"ind:imp:2p;"
collions;coller;VER;"ind:imp:1p;"
collons;coller;VER;"imp:pre:1p;ind:pre:1p;"
colloquant;colloquer;VER;"par:pre;"
colloquer;colloquer;VER;"inf;"
colloqué;colloquer;VER;"par:pas;"
colloquée;colloquer;VER;"par:pas;"
collèrent;coller;VER;"ind:pas:3p;"
collé;coller;VER;"par:pas;"
collée;coller;VER;"par:pas;"
collées;coller;VER;"par:pas;"
collés;coller;VER;"par:pas;"
colmataient;colmater;VER;"ind:imp:3p;"
colmatais;colmater;VER;"ind:imp:1s;"
colmatait;colmater;VER;"ind:imp:3s;"
colmatant;colmater;VER;"par:pre;"
colmate;colmater;VER;"imp:pre:2s;ind:pre:3s;"
colmater;colmater;VER;"inf;"
colmatez;colmater;VER;"imp:pre:2p;"
colmatons;colmater;VER;"imp:pre:1p;"
colmaté;colmater;VER;"par:pas;"
colmatée;colmater;VER;"par:pas;"
colmatées;colmater;VER;"par:pas;"
colmatés;colmater;VER;"par:pas;"
colonisait;coloniser;VER;"ind:imp:3s;"
colonise;coloniser;VER;"ind:pre:3s;"
colonisent;coloniser;VER;"ind:pre:3p;"
coloniser;coloniser;VER;"inf;"
coloniserait;coloniser;VER;"cnd:pre:3s;"
colonisez;coloniser;VER;"ind:pre:2p;"
colonisons;coloniser;VER;"imp:pre:1p;ind:pre:1p;"
colonisèrent;coloniser;VER;"ind:pas:3p;"
colonisé;coloniser;VER;"par:pas;"
colonisée;coloniser;VER;"par:pas;"
colonisées;coloniser;VER;"par:pas;"
colonisés;coloniser;VER;"par:pas;"
colophané;colophaner;VER;"par:pas;"
colora;colorer;VER;"ind:pas:3s;"
colorai;colorer;VER;"ind:pas:1s;"
coloraient;colorer;VER;"ind:imp:3p;"
colorait;colorer;VER;"ind:imp:3s;"
colorant;colorer;VER;"par:pre;"
colore;colorer;VER;"imp:pre:2s;ind:pre:3s;"
colorent;colorer;VER;"ind:pre:3p;"
colorer;colorer;VER;"inf;"
colorez;colorer;VER;"imp:pre:2p;"
coloriaient;colorier;VER;"ind:imp:3p;"
coloriait;colorier;VER;"ind:imp:3s;"
colorie;colorier;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
colorient;colorier;VER;"ind:pre:3p;"
colorier;colorier;VER;"inf;"
coloriez;colorier;VER;"imp:pre:2p;ind:pre:2p;"
colorisé;coloriser;VER;"par:pas;"
colorié;colorier;VER;"par:pas;"
coloriée;colorier;VER;"par:pas;"
coloriées;colorier;VER;"par:pas;"
coloriés;colorier;VER;"par:pas;"
colorèrent;colorer;VER;"ind:pas:3p;"
coloré;colorer;VER;"par:pas;"
colorée;colorer;VER;"par:pas;"
colorées;colorer;VER;"par:pas;"
colorés;colorer;VER;"par:pas;"
colporta;colporter;VER;"ind:pas:3s;"
colportaient;colporter;VER;"ind:imp:3p;"
colportait;colporter;VER;"ind:imp:3s;"
colportant;colporter;VER;"par:pre;"
colporte;colporter;VER;"imp:pre:2s;ind:pre:3s;"
colportent;colporter;VER;"ind:pre:3p;"
colporter;colporter;VER;"inf;"
colportera;colporter;VER;"ind:fut:3s;"
colportes;colporter;VER;"ind:pre:2s;"
colportons;colporter;VER;"imp:pre:1p;ind:pre:1p;"
colporté;colporter;VER;"par:pas;"
colportée;colporter;VER;"par:pas;"
colportées;colporter;VER;"par:pas;"
coltina;coltiner;VER;"ind:pas:3s;"
coltinais;coltiner;VER;"ind:imp:1s;"
coltinait;coltiner;VER;"ind:imp:3s;"
coltinant;coltiner;VER;"par:pre;"
coltine;coltiner;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
coltinent;coltiner;VER;"ind:pre:3p;"
coltiner;coltiner;VER;"inf;"
coltines;coltiner;VER;"ind:pre:2s;"
coltinez;coltiner;VER;"ind:pre:2p;"
coltiné;coltiner;VER;"par:pas;"
coltinée;coltiner;VER;"par:pas;"
coltinés;coltiner;VER;"par:pas;"
colérer;colérer;VER;"inf;"
combat;combattre;VER;"ind:pre:3s;"
combats;combattre;VER;"imp:pre:2s;ind:pre:1s;ind:pre:2s;"
combattaient;combattre;VER;"ind:imp:3p;"
combattais;combattre;VER;"ind:imp:1s;ind:imp:2s;"
combattait;combattre;VER;"ind:imp:3s;"
combattant;combattre;VER;"par:pre;"
combatte;combattre;VER;"sub:pre:1s;sub:pre:3s;"
combattent;combattre;VER;"ind:pre:3p;"
combattes;combattre;VER;"sub:pre:2s;"
combattez;combattre;VER;"imp:pre:2p;ind:pre:2p;"
combattiez;combattre;VER;"ind:imp:2p;"
combattions;combattre;VER;"ind:imp:1p;"
combattirent;combattre;VER;"ind:pas:3p;"
combattit;combattre;VER;"ind:pas:3s;"
combattons;combattre;VER;"imp:pre:1p;ind:pre:1p;"
combattra;combattre;VER;"ind:fut:3s;"
combattrai;combattre;VER;"ind:fut:1s;"
combattraient;combattre;VER;"cnd:pre:3p;"
combattrais;combattre;VER;"cnd:pre:1s;cnd:pre:2s;"
combattrait;combattre;VER;"cnd:pre:3s;"
combattras;combattre;VER;"ind:fut:2s;"
combattre;combattre;VER;"inf;"
combattrez;combattre;VER;"ind:fut:2p;"
combattriez;combattre;VER;"cnd:pre:2p;"
combattrons;combattre;VER;"ind:fut:1p;"
combattront;combattre;VER;"ind:fut:3p;"
combattu;combattre;VER;"par:pas;"
combattue;combattre;VER;"par:pas;"
combattues;combattre;VER;"par:pas;"
combattus;combattre;VER;"par:pas;"
combattît;combattre;VER;"sub:imp:3s;"
combina;combiner;VER;"ind:pas:3s;"
combinaient;combiner;VER;"ind:imp:3p;"
combinait;combiner;VER;"ind:imp:3s;"
combinant;combiner;VER;"par:pre;"
combine;combiner;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
combinent;combiner;VER;"ind:pre:3p;"
combiner;combiner;VER;"inf;"
combineraient;combiner;VER;"cnd:pre:3p;"
combinerait;combiner;VER;"cnd:pre:3s;"
combinerons;combiner;VER;"ind:fut:1p;"
combines;combiner;VER;"ind:pre:2s;"
combinez;combiner;VER;"imp:pre:2p;ind:pre:2p;"
combinons;combiner;VER;"ind:pre:1p;"
combiné;combiner;VER;"par:pas;"
combinée;combiner;VER;"par:pas;"
combinées;combiner;VER;"par:pas;"
combinés;combiner;VER;"par:pas;"
combla;combler;VER;"ind:pas:3s;"
comblaient;combler;VER;"ind:imp:3p;"
comblais;combler;VER;"ind:imp:1s;ind:imp:2s;"
comblait;combler;VER;"ind:imp:3s;"
comblant;combler;VER;"par:pre;"
comble;combler;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
comblent;combler;VER;"ind:pre:3p;"
combler;combler;VER;"inf;"
comblera;combler;VER;"ind:fut:3s;"
comblerai;combler;VER;"ind:fut:1s;"
combleraient;combler;VER;"cnd:pre:3p;"
comblerais;combler;VER;"cnd:pre:1s;"
comblerait;combler;VER;"cnd:pre:3s;"
comblerez;combler;VER;"ind:fut:2p;"
combleront;combler;VER;"ind:fut:3p;"
combles;combler;VER;"ind:pre:2s;"
comblez;combler;VER;"imp:pre:2p;ind:pre:2p;"
comblons;combler;VER;"imp:pre:1p;"
comblât;combler;VER;"sub:imp:3s;"
comblèrent;combler;VER;"ind:pas:3p;"
comblé;combler;VER;"par:pas;"
comblée;combler;VER;"par:pas;"
comblées;combler;VER;"par:pas;"
comblés;combler;VER;"par:pas;"
commanda;commander;VER;"ind:pas:3s;"
commandai;commander;VER;"ind:pas:1s;"
commandaient;commander;VER;"ind:imp:3p;"
commandais;commander;VER;"ind:imp:1s;ind:imp:2s;"
commandait;commander;VER;"ind:imp:3s;"
commandant;commander;VER;"par:pre;"
commande;commander;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
commandent;commander;VER;"ind:pre:3p;"
commander;commander;VER;"inf;;"
commandera;commander;VER;"ind:fut:3s;"
commanderai;commander;VER;"ind:fut:1s;"
commanderait;commander;VER;"cnd:pre:3s;"
commanderas;commander;VER;"ind:fut:2s;"
commanderez;commander;VER;"ind:fut:2p;"
commanderons;commander;VER;"ind:fut:1p;"
commanderont;commander;VER;"ind:fut:3p;"
commandes;commander;VER;"ind:pre:2s;sub:pre:2s;"
commandez;commander;VER;"imp:pre:2p;ind:pre:2p;"
commandiez;commander;VER;"ind:imp:2p;"
commandions;commander;VER;"ind:imp:1p;"
commandite;commanditer;VER;"ind:pre:1s;ind:pre:3s;"
commanditer;commanditer;VER;"inf;"
commandites;commanditer;VER;"ind:pre:2s;"
commandité;commanditer;VER;"par:pas;"
commanditée;commanditer;VER;"par:pas;"
commanditées;commanditer;VER;"par:pas;"
commandons;commander;VER;"imp:pre:1p;ind:pre:1p;"
commandât;commander;VER;"sub:imp:3s;"
commandèrent;commander;VER;"ind:pas:3p;"
commandé;commander;VER;"par:pas;"
commandée;commander;VER;"par:pas;"
commandées;commander;VER;"par:pas;"
commandés;commander;VER;"par:pas;"
commence;commencer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
commencent;commencer;VER;"ind:pre:3p;"
commencer;commencer;VER;"inf;"
commencera;commencer;VER;"ind:fut:3s;"
commencerai;commencer;VER;"ind:fut:1s;"
commenceraient;commencer;VER;"cnd:pre:3p;"
commencerais;commencer;VER;"cnd:pre:1s;cnd:pre:2s;"
commencerait;commencer;VER;"cnd:pre:3s;"
commenceras;commencer;VER;"ind:fut:2s;"
commencerez;commencer;VER;"ind:fut:2p;"
commenceriez;commencer;VER;"cnd:pre:2p;"
commencerions;commencer;VER;"cnd:pre:1p;"
commencerons;commencer;VER;"ind:fut:1p;"
commenceront;commencer;VER;"ind:fut:3p;"
commences;commencer;VER;"ind:pre:2s;sub:pre:2s;"
commencez;commencer;VER;"imp:pre:2p;ind:pre:2p;"
commenciez;commencer;VER;"ind:imp:2p;"
commencions;commencer;VER;"ind:imp:1p;"
commencèrent;commencer;VER;"ind:pas:3p;"
commencé;commencer;VER;"par:pas;par:pas;par:pas;"
commencée;commencer;VER;"par:pas;"
commencées;commencer;VER;"par:pas;"
commencés;commencer;VER;"par:pas;"
commenta;commenter;VER;"ind:pas:3s;"
commentai;commenter;VER;"ind:pas:1s;"
commentaient;commenter;VER;"ind:imp:3p;"
commentais;commenter;VER;"ind:imp:1s;ind:imp:2s;"
commentait;commenter;VER;"ind:imp:3s;"
commentant;commenter;VER;"par:pre;"
commente;commenter;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
commentent;commenter;VER;"ind:pre:3p;"
commenter;commenter;VER;"inf;"
commentera;commenter;VER;"ind:fut:3s;"
commenterai;commenter;VER;"ind:fut:1s;"
commenterait;commenter;VER;"cnd:pre:3s;"
commentez;commenter;VER;"imp:pre:2p;ind:pre:2p;"
commentions;commenter;VER;"ind:imp:1p;"
commenté;commenter;VER;"par:pas;"
commentée;commenter;VER;"par:pas;"
commentées;commenter;VER;"par:pas;"
commentés;commenter;VER;"par:pas;"
commença;commencer;VER;"ind:pas:3s;"
commençai;commencer;VER;"ind:pas:1s;"
commençaient;commencer;VER;"ind:imp:3p;"
commençais;commencer;VER;"ind:imp:1s;ind:imp:2s;"
commençait;commencer;VER;"ind:imp:3s;"
commençant;commencer;VER;"par:pre;"
commenças;commencer;VER;"ind:pas:2s;"
commençons;commencer;VER;"imp:pre:1p;ind:pre:1p;"
commençâmes;commencer;VER;"ind:pas:1p;"
commençât;commencer;VER;"sub:imp:3s;"
commerce;commercer;VER;"ind:pre:1s;ind:pre:3s;"
commercent;commercer;VER;"ind:pre:3p;"
commercer;commercer;VER;"inf;"
commercialiser;commercialiser;VER;"inf;"
commercialisera;commercialiser;VER;"ind:fut:3s;"
commercialisé;commercialiser;VER;"par:pas;"
commerciez;commercer;VER;"ind:imp:2p;"
commercé;commercer;VER;"par:pas;"
commerçait;commercer;VER;"ind:imp:3s;"
commerçant;commercer;VER;"par:pre;"
commerçons;commercer;VER;"ind:pre:1p;"
commet;commettre;VER;"ind:pre:3s;"
commets;commettre;VER;"imp:pre:2s;ind:pre:1s;ind:pre:2s;"
commettaient;commettre;VER;"ind:imp:3p;"
commettais;commettre;VER;"ind:imp:1s;ind:imp:2s;"
commettait;commettre;VER;"ind:imp:3s;"
commettant;commettre;VER;"par:pre;"
commette;commettre;VER;"sub:pre:1s;sub:pre:3s;"
commettent;commettre;VER;"ind:pre:3p;"
commettes;commettre;VER;"sub:pre:2s;"
commettez;commettre;VER;"imp:pre:2p;ind:pre:2p;"
commettiez;commettre;VER;"ind:imp:2p;"
commettions;commettre;VER;"ind:imp:1p;"
commettons;commettre;VER;"imp:pre:1p;ind:pre:1p;"
commettra;commettre;VER;"ind:fut:3s;"
commettrai;commettre;VER;"ind:fut:1s;"
commettraient;commettre;VER;"cnd:pre:3p;"
commettrais;commettre;VER;"cnd:pre:1s;cnd:pre:2s;"
commettrait;commettre;VER;"cnd:pre:3s;"
commettras;commettre;VER;"ind:fut:2s;"
commettre;commettre;VER;"inf;"
commettrez;commettre;VER;"ind:fut:2p;"
commirent;commettre;VER;"ind:pas:3p;"
commis;commettre;VER;"ind:pas:1s;par:pas;par:pas;"
commise;commettre;VER;"par:pas;"
commises;commettre;VER;"par:pas;"
commissionné;commissionner;VER;"par:pas;"
commit;commettre;VER;"ind:pas:3s;"
commotionnerait;commotionner;VER;"cnd:pre:3s;"
commotionné;commotionner;VER;"par:pas;"
commotionnée;commotionner;VER;"par:pas;"
commotionnés;commotionner;VER;"par:pas;"
commuais;commuer;VER;"ind:imp:1s;"
commuant;commuer;VER;"par:pre;"
commuent;commuer;VER;"ind:pre:3p;"
commuer;commuer;VER;"inf;"
communia;communier;VER;"ind:pas:3s;"
communiaient;communier;VER;"ind:imp:3p;"
communiais;communier;VER;"ind:imp:1s;"
communiait;communier;VER;"ind:imp:3s;"
communiant;communier;VER;"par:pre;"
communiasse;communier;VER;"sub:imp:1s;"
communie;communier;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
communient;communier;VER;"ind:pre:3p;"
communier;communier;VER;"inf;"
communierons;communier;VER;"ind:fut:1p;"
communieront;communier;VER;"ind:fut:3p;"
communiez;communier;VER;"imp:pre:2p;ind:pre:2p;"
communions;communier;VER;"ind:pre:1p;"
communiqua;communiquer;VER;"ind:pas:3s;"
communiquai;communiquer;VER;"ind:pas:1s;"
communiquaient;communiquer;VER;"ind:imp:3p;"
communiquais;communiquer;VER;"ind:imp:1s;ind:imp:2s;"
communiquait;communiquer;VER;"ind:imp:3s;"
communiquant;communiquer;VER;"par:pre;"
communiquassent;communiquer;VER;"sub:imp:3p;"
communique;communiquer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
communiquent;communiquer;VER;"ind:pre:3p;"
communiquer;communiquer;VER;"inf;;"
communiquera;communiquer;VER;"ind:fut:3s;"
communiquerai;communiquer;VER;"ind:fut:1s;"
communiqueraient;communiquer;VER;"cnd:pre:3p;"
communiquerait;communiquer;VER;"cnd:pre:3s;"
communiquerez;communiquer;VER;"ind:fut:2p;"
communiquerons;communiquer;VER;"ind:fut:1p;"
communiqueront;communiquer;VER;"ind:fut:3p;"
communiques;communiquer;VER;"ind:pre:2s;"
communiquez;communiquer;VER;"imp:pre:2p;ind:pre:2p;"
communiquiez;communiquer;VER;"ind:imp:2p;"
communiquions;communiquer;VER;"ind:imp:1p;"
communiquons;communiquer;VER;"imp:pre:1p;ind:pre:1p;"
communiquât;communiquer;VER;"sub:imp:3s;"
communiquèrent;communiquer;VER;"ind:pas:3p;"
communiqué;communiquer;VER;"par:pas;"
communiquée;communiquer;VER;"par:pas;"
communiquées;communiquer;VER;"par:pas;"
communiqués;communiquer;VER;"par:pas;"
communisée;communiser;VER;"par:pas;"
communièrent;communier;VER;"ind:pas:3p;"
communié;communier;VER;"par:pas;"
commute;commuter;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
commuter;commuter;VER;"inf;"
commué;commuer;VER;"par:pas;"
commuée;commuer;VER;"par:pas;"
commémorait;commémorer;VER;"ind:imp:3s;"
commémorant;commémorer;VER;"par:pre;"
commémore;commémorer;VER;"ind:pre:3s;"
commémorent;commémorer;VER;"ind:pre:3p;"
commémorer;commémorer;VER;"inf;"
commémorions;commémorer;VER;"ind:imp:1p;"
commémorons;commémorer;VER;"ind:pre:1p;"
commémoré;commémorer;VER;"par:pas;"
commérait;commérer;VER;"ind:imp:3s;"
commérer;commérer;VER;"inf;"
commît;commettre;VER;"sub:imp:3s;"
compacte;compacter;VER;"ind:pre:3s;"
compacté;compacter;VER;"par:pas;"
compara;comparer;VER;"ind:pas:3s;"
comparai;comparer;VER;"ind:pas:1s;"
comparaient;comparer;VER;"ind:imp:3p;"
comparais;comparaître;VER;"ind:pre:1s;ind:pre:2s;"
comparais;comparer;VER;"ind:imp:1s;ind:imp:2s;"
comparaissaient;comparaître;VER;"ind:imp:3p;"
comparaissait;comparaître;VER;"ind:imp:3s;"
comparaissant;comparaître;VER;"par:pre;"
comparaissent;comparaître;VER;"ind:pre:3p;"
comparaisses;comparaître;VER;"sub:pre:2s;"
comparaissons;comparaître;VER;"ind:pre:1p;"
comparait;comparer;VER;"ind:imp:3s;"
comparant;comparer;VER;"par:pre;"
comparaît;comparaître;VER;"ind:pre:3s;"
comparaîtra;comparaître;VER;"ind:fut:3s;"
comparaîtrait;comparaître;VER;"cnd:pre:3s;"
comparaître;comparaître;VER;"inf;"
comparaîtrez;comparaître;VER;"ind:fut:2p;"
comparaîtrons;comparaître;VER;"ind:fut:1p;"
compare;comparer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
comparent;comparer;VER;"ind:pre:3p;"
comparer;comparer;VER;"inf;"
comparera;comparer;VER;"ind:fut:3s;"
comparerai;comparer;VER;"ind:fut:1s;"
comparerais;comparer;VER;"cnd:pre:1s;"
comparerons;comparer;VER;"ind:fut:1p;"
compareront;comparer;VER;"ind:fut:3p;"
compares;comparer;VER;"ind:pre:2s;"
comparez;comparer;VER;"imp:pre:2p;ind:pre:2p;"
compariez;comparer;VER;"ind:imp:2p;"
comparions;comparer;VER;"ind:imp:1p;"
comparoir;comparoir;VER;"inf;"
comparons;comparer;VER;"imp:pre:1p;ind:pre:1p;"
compartimentaient;compartimenter;VER;"ind:imp:3p;"
compartimentant;compartimenter;VER;"par:pre;"
compartimente;compartimenter;VER;"imp:pre:2s;"
compartimenter;compartimenter;VER;"inf;"
compartimenté;compartimenter;VER;"par:pas;"
compartimentée;compartimenter;VER;"par:pas;"
comparu;comparaître;VER;"par:pas;"
comparut;comparaître;VER;"ind:pas:3s;"
comparé;comparer;VER;"par:pas;"
comparée;comparer;VER;"par:pas;"
comparées;comparer;VER;"par:pas;"
comparés;comparer;VER;"par:pas;"
compassé;compasser;VER;"par:pas;"
compassée;compasser;VER;"par:pas;"
compassés;compasser;VER;"par:pas;"
compati;compatir;VER;"par:pas;"
compatie;compatir;VER;"par:pas;"
compatir;compatir;VER;"inf;"
compatira;compatir;VER;"ind:fut:3s;"
compatirait;compatir;VER;"cnd:pre:3s;"
compatirent;compatir;VER;"ind:pas:3p;"
