Word;lemme;cgram;infover
chérissez;chérir;VER;"imp:pre:2p;ind:pre:2p;"
chérissons;chérir;VER;"imp:pre:1p;ind:pre:1p;"
chérit;chérir;VER;"ind:pre:3s;ind:pas:3s;"
chômaient;chômer;VER;"ind:imp:3p;"
chômait;chômer;VER;"ind:imp:3s;"
chôme;chômer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
chôment;chômer;VER;"ind:pre:3p;"
chômer;chômer;VER;"inf;"
chômerez;chômer;VER;"ind:fut:2p;"
chômez;chômer;VER;"ind:pre:2p;"
chômé;chômer;VER;"par:pas;"
ciblais;cibler;VER;"ind:imp:1s;"
ciblait;cibler;VER;"ind:imp:3s;"
cibler;cibler;VER;"inf;"
ciblera;cibler;VER;"ind:fut:3s;"
cibleront;cibler;VER;"ind:fut:3p;"
ciblez;cibler;VER;"imp:pre:2p;ind:pre:2p;"
ciblons;cibler;VER;"imp:pre:1p;ind:pre:1p;"
ciblé;cibler;VER;"par:pas;"
ciblée;cibler;VER;"par:pas;"
ciblées;cibler;VER;"par:pas;"
ciblés;cibler;VER;"par:pas;"
cicatrisa;cicatriser;VER;"ind:pas:3s;"
cicatrisait;cicatriser;VER;"ind:imp:3s;"
cicatrise;cicatriser;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
cicatrisent;cicatriser;VER;"ind:pre:3p;"
cicatriser;cicatriser;VER;"inf;"
cicatrisera;cicatriser;VER;"ind:fut:3s;"
cicatriserait;cicatriser;VER;"cnd:pre:3s;"
cicatriseront;cicatriser;VER;"ind:fut:3p;"
cicatrisez;cicatriser;VER;"imp:pre:2p;ind:pre:2p;"
cicatrisé;cicatriser;VER;"par:pas;"
cicatrisée;cicatriser;VER;"par:pas;"
cicatrisées;cicatriser;VER;"par:pas;"
cicatrisés;cicatriser;VER;"par:pas;"
cigle;cigler;VER;"ind:pre:3s;"
ciglent;cigler;VER;"ind:pre:3p;"
cigler;cigler;VER;"inf;"
ciglé;cigler;VER;"par:pas;"
ciglées;cigler;VER;"par:pas;"
ciglés;cigler;VER;"par:pas;"
cilla;ciller;VER;"ind:pas:3s;"
cillaient;ciller;VER;"ind:imp:3p;"
cillait;ciller;VER;"ind:imp:3s;"
cillant;ciller;VER;"par:pre;"
cille;ciller;VER;"ind:pre:3s;"
cillent;ciller;VER;"ind:pre:3p;"
ciller;ciller;VER;"inf;"
cillerait;ciller;VER;"cnd:pre:3s;"
cillèrent;ciller;VER;"ind:pas:3p;"
cillé;ciller;VER;"par:pas;"
cimentaient;cimenter;VER;"ind:imp:3p;"
cimentait;cimenter;VER;"ind:imp:3s;"
cimentant;cimenter;VER;"par:pre;"
cimente;cimenter;VER;"imp:pre:2s;ind:pre:3s;"
cimentent;cimenter;VER;"ind:pre:3p;"
cimenter;cimenter;VER;"inf;"
cimentera;cimenter;VER;"ind:fut:3s;"
cimenté;cimenter;VER;"par:pas;"
cimentée;cimenter;VER;"par:pas;"
cimentées;cimenter;VER;"par:pas;"
cimentés;cimenter;VER;"par:pas;"
cingla;cingler;VER;"ind:pas:3s;"
cinglaient;cingler;VER;"ind:imp:3p;"
cinglait;cingler;VER;"ind:imp:3s;"
cinglant;cingler;VER;"par:pre;"
cingle;cingler;VER;"ind:pre:3s;"
cinglent;cingler;VER;"ind:pre:3p;"
cingler;cingler;VER;"inf;"
cinglions;cingler;VER;"ind:imp:1p;"
cinglons;cingler;VER;"imp:pre:1p;"
cinglèrent;cingler;VER;"ind:pas:3p;"
cinglé;cingler;VER;"par:pas;"
cinglée;cingler;VER;"par:pas;"
cinglées;cingler;VER;"par:pas;"
cinglés;cingler;VER;"par:pas;"
cintra;cintrer;VER;"ind:pas:3s;"
cintrait;cintrer;VER;"ind:imp:3s;"
cintrant;cintrer;VER;"par:pre;"
cintras;cintrer;VER;"ind:pas:2s;"
cintrer;cintrer;VER;"inf;"
cintré;cintrer;VER;"par:pas;"
cintrée;cintrer;VER;"par:pas;"
cintrées;cintrer;VER;"par:pas;"
cintrés;cintrer;VER;"par:pas;"
cira;cirer;VER;"ind:pas:3s;"
ciraient;cirer;VER;"ind:imp:3p;"
cirais;cirer;VER;"ind:imp:1s;ind:imp:2s;"
cirait;cirer;VER;"ind:imp:3s;"
cirant;cirer;VER;"par:pre;"
circoncire;circoncire;VER;"inf;"
circoncis;circoncire;VER;"ind:pre:1s;par:pas;par:pas;"
circoncise;circoncire;VER;"par:pas;"
circoncisent;circoncire;VER;"ind:pre:3p;"
circoncit;circoncire;VER;"ind:pre:3s;ind:pas:3s;"
circonscrire;circonscrire;VER;"inf;"
circonscris;circonscrire;VER;"ind:pre:1s;"
circonscrit;circonscrire;VER;"ind:pre:3s;par:pas;"
circonscrite;circonscrire;VER;"par:pas;"
circonscrites;circonscrire;VER;"par:pas;"
circonscrits;circonscrire;VER;"par:pas;"
circonscrivait;circonscrire;VER;"ind:imp:3s;"
circonscrivent;circonscrire;VER;"ind:pre:3p;"
circonscrivit;circonscrire;VER;"ind:pas:3s;"
circonstancia;circonstancier;VER;"ind:pas:3s;"
circonstancié;circonstancier;VER;"par:pas;"
circonstanciée;circonstancier;VER;"par:pas;"
circonvenant;circonvenir;VER;"par:pre;"
circonvenir;circonvenir;VER;"inf;"
circonvenu;circonvenir;VER;"par:pas;"
circonvenue;circonvenir;VER;"par:pas;"
circonvient;circonvenir;VER;"ind:pre:3s;"
circula;circuler;VER;"ind:pas:3s;"
circulaient;circuler;VER;"ind:imp:3p;"
circulais;circuler;VER;"ind:imp:1s;"
circulait;circuler;VER;"ind:imp:3s;"
circulant;circuler;VER;"par:pre;"
circule;circuler;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
circulent;circuler;VER;"ind:pre:3p;"
circuler;circuler;VER;"inf;"
circulera;circuler;VER;"ind:fut:3s;"
circuleraient;circuler;VER;"cnd:pre:3p;"
circulerait;circuler;VER;"cnd:pre:3s;"
circuleront;circuler;VER;"ind:fut:3p;"
circules;circuler;VER;"ind:pre:2s;"
circulez;circuler;VER;"imp:pre:2p;ind:pre:2p;"
circulions;circuler;VER;"ind:imp:1p;"
circulons;circuler;VER;"imp:pre:1p;ind:pre:1p;"
circulèrent;circuler;VER;"ind:pas:3p;"
circulé;circuler;VER;"par:pas;"
cire;cirer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
cirent;cirer;VER;"ind:pre:3p;"
cirer;cirer;VER;"inf;"
cirerais;cirer;VER;"cnd:pre:1s;"
cirerait;cirer;VER;"cnd:pre:3s;"
cires;cirer;VER;"ind:pre:2s;"
cirez;cirer;VER;"imp:pre:2p;ind:pre:2p;"
cirions;cirer;VER;"ind:imp:1p;"
cirons;cirer;VER;"imp:pre:1p;"
ciré;cirer;VER;"par:pas;"
cirée;cirer;VER;"par:pas;"
cirées;cirer;VER;"par:pas;"
cirés;cirer;VER;"par:pas;"
cisailla;cisailler;VER;"ind:pas:3s;"
cisaillaient;cisailler;VER;"ind:imp:3p;"
cisaillait;cisailler;VER;"ind:imp:3s;"
cisaillant;cisailler;VER;"par:pre;"
cisaille;cisailler;VER;"ind:pre:1s;ind:pre:3s;"
cisaillent;cisailler;VER;"ind:pre:3p;"
cisailler;cisailler;VER;"inf;"
cisaillèrent;cisailler;VER;"ind:pas:3p;"
cisaillé;cisailler;VER;"par:pas;"
cisaillée;cisailler;VER;"par:pas;"
cisaillées;cisailler;VER;"par:pas;"
cisaillés;cisailler;VER;"par:pas;"
ciselaient;ciseler;VER;"ind:imp:3p;"
ciselait;ciseler;VER;"ind:imp:3s;"
ciseler;ciseler;VER;"inf;"
ciselions;ciseler;VER;"ind:imp:1p;"
ciselé;ciseler;VER;"par:pas;"
ciselée;ciseler;VER;"par:pas;"
ciselées;ciseler;VER;"par:pas;"
ciselés;ciseler;VER;"par:pas;"
cisèle;ciseler;VER;"ind:pre:3s;"
cita;citer;VER;"ind:pas:3s;"
citai;citer;VER;"ind:pas:1s;"
citaient;citer;VER;"ind:imp:3p;"
citais;citer;VER;"ind:imp:1s;ind:imp:2s;"
citait;citer;VER;"ind:imp:3s;"
citant;citer;VER;"par:pre;"
cite;citer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
citent;citer;VER;"ind:pre:3p;"
citer;citer;VER;"inf;;"
citera;citer;VER;"ind:fut:3s;"
citerai;citer;VER;"ind:fut:1s;"
citerais;citer;VER;"cnd:pre:1s;cnd:pre:2s;"
citerait;citer;VER;"cnd:pre:3s;"
citeras;citer;VER;"ind:fut:2s;"
cites;citer;VER;"ind:pre:2s;sub:pre:2s;"
citez;citer;VER;"imp:pre:2p;ind:pre:2p;"
citiez;citer;VER;"ind:imp:2p;"
citions;citer;VER;"ind:imp:1p;"
citons;citer;VER;"imp:pre:1p;ind:pre:1p;"
citronnez;citronner;VER;"imp:pre:2p;"
citronnée;citronner;VER;"par:pas;"
citât;citer;VER;"sub:imp:3s;"
citèrent;citer;VER;"ind:pas:3p;"
cité;citer;VER;"par:pas;"
citée;citer;VER;"par:pas;"
citées;citer;VER;"par:pas;"
cités;citer;VER;"par:pas;"
civilise;civiliser;VER;"ind:pre:3s;"
civiliser;civiliser;VER;"inf;"
civilises;civiliser;VER;"ind:pre:2s;"
civilisé;civiliser;VER;"par:pas;"
civilisée;civiliser;VER;"par:pas;"
civilisées;civiliser;VER;"par:pas;"
civilisés;civiliser;VER;"par:pas;"
clabaudaient;clabauder;VER;"ind:imp:3p;"
clabaudent;clabauder;VER;"ind:pre:3p;"
clabauder;clabauder;VER;"inf;"
clabaudé;clabauder;VER;"par:pas;"
clabote;claboter;VER;"ind:pre:1s;ind:pre:3s;"
clabotent;claboter;VER;"ind:pre:3p;"
claboter;claboter;VER;"inf;"
claboté;claboter;VER;"par:pas;"
claironna;claironner;VER;"ind:pas:3s;"
claironnait;claironner;VER;"ind:imp:3s;"
claironnant;claironner;VER;"par:pre;"
claironne;claironner;VER;"ind:pre:1s;ind:pre:3s;"
claironnent;claironner;VER;"ind:pre:3p;"
claironner;claironner;VER;"inf;"
claironnions;claironner;VER;"ind:imp:1p;"
claironné;claironner;VER;"par:pas;"
clairsemaient;clairsemer;VER;"ind:imp:3p;"
clairsemait;clairsemer;VER;"ind:imp:3s;"
clairsemant;clairsemer;VER;"par:pre;"
clairsemé;clairsemer;VER;"par:pas;"
clairsemée;clairsemer;VER;"par:pas;"
clairsemées;clairsemer;VER;"par:pas;"
clairsemés;clairsemer;VER;"par:pas;"
clama;clamer;VER;"ind:pas:3s;"
clamai;clamer;VER;"ind:pas:1s;"
clamaient;clamer;VER;"ind:imp:3p;"
clamait;clamer;VER;"ind:imp:3s;"
clamant;clamer;VER;"par:pre;"
clame;clamer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
clamecer;clamecer;VER;"inf;"
clamecé;clamecer;VER;"par:pas;"
clamecée;clamecer;VER;"par:pas;"
clament;clamer;VER;"ind:pre:3p;"
clamer;clamer;VER;"inf;"
clameraient;clamer;VER;"cnd:pre:3p;"
clamez;clamer;VER;"imp:pre:2p;ind:pre:2p;"
clamions;clamer;VER;"ind:imp:1p;"
clampe;clamper;VER;"ind:pre:1s;ind:pre:3s;"
clamper;clamper;VER;"inf;"
clampé;clamper;VER;"par:pas;"
clamse;clamser;VER;"ind:pre:3s;"
clamser;clamser;VER;"inf;"
clamserai;clamser;VER;"ind:fut:1s;"
clamserait;clamser;VER;"cnd:pre:3s;"
clamsé;clamser;VER;"par:pas;"
clamsée;clamser;VER;"par:pas;"
clamsés;clamser;VER;"par:pas;"
clamèrent;clamer;VER;"ind:pas:3p;"
clamé;clamer;VER;"par:pas;"
clamée;clamer;VER;"par:pas;"
clamés;clamer;VER;"par:pas;"
clapant;claper;VER;"par:pre;"
clape;claper;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
clapent;claper;VER;"ind:pre:3p;"
claper;claper;VER;"inf;"
claperai;claper;VER;"ind:fut:1s;"
clapes;claper;VER;"ind:pre:2s;"
clapir;clapir;VER;"inf;"
clapit;clapir;VER;"ind:pre:3s;"
clapota;clapoter;VER;"ind:pas:3s;"
clapotaient;clapoter;VER;"ind:imp:3p;"
clapotait;clapoter;VER;"ind:imp:3s;"
clapotant;clapoter;VER;"par:pre;"
clapote;clapoter;VER;"imp:pre:2s;ind:pre:3s;"
clapotent;clapoter;VER;"ind:pre:3p;"
clapoter;clapoter;VER;"inf;"
clapoterait;clapoter;VER;"cnd:pre:3s;"
clappait;clapper;VER;"ind:imp:3s;"
clappant;clapper;VER;"par:pre;"
clappe;clapper;VER;"ind:pre:3s;"
clapper;clapper;VER;"inf;"
clapé;claper;VER;"par:pas;"
claqua;claquer;VER;"ind:pas:3s;"
claquai;claquer;VER;"ind:pas:1s;"
claquaient;claquer;VER;"ind:imp:3p;"
claquais;claquer;VER;"ind:imp:1s;ind:imp:2s;"
claquait;claquer;VER;"ind:imp:3s;"
claquant;claquer;VER;"par:pre;"
claque;claquer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
claquemurait;claquemurer;VER;"ind:imp:3s;"
claquemurant;claquemurer;VER;"par:pre;"
claquemurer;claquemurer;VER;"inf;"
claquemures;claquemurer;VER;"ind:pre:2s;"
claquemuré;claquemurer;VER;"par:pas;"
claquemurée;claquemurer;VER;"par:pas;"
claquemurées;claquemurer;VER;"par:pas;"
claquemurés;claquemurer;VER;"par:pas;"
claquent;claquer;VER;"ind:pre:3p;"
claquer;claquer;VER;"inf;"
claquera;claquer;VER;"ind:fut:3s;"
claquerai;claquer;VER;"ind:fut:1s;"
claqueraient;claquer;VER;"cnd:pre:3p;"
claquerais;claquer;VER;"cnd:pre:1s;cnd:pre:2s;"
claquerait;claquer;VER;"cnd:pre:3s;"
claqueriez;claquer;VER;"cnd:pre:2p;"
claqueront;claquer;VER;"ind:fut:3p;"
claques;claquer;VER;"ind:pre:2s;sub:pre:2s;"
claquetèrent;claqueter;VER;"ind:pas:3p;"
claquez;claquer;VER;"imp:pre:2p;ind:pre:2p;"
claquions;claquer;VER;"ind:imp:1p;"
claquons;claquer;VER;"imp:pre:1p;"
claquât;claquer;VER;"sub:imp:3s;"
claquèrent;claquer;VER;"ind:pas:3p;"
claqué;claquer;VER;"par:pas;"
claquée;claquer;VER;"par:pas;"
claquées;claquer;VER;"par:pas;"
claqués;claquer;VER;"par:pas;"
clarifia;clarifier;VER;"ind:pas:3s;"
clarifiant;clarifier;VER;"par:pre;"
clarifie;clarifier;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
clarifier;clarifier;VER;"inf;"
clarifions;clarifier;VER;"imp:pre:1p;"
clarifié;clarifier;VER;"par:pas;"
clarifiée;clarifier;VER;"par:pas;"
classa;classer;VER;"ind:pas:3s;"
classaient;classer;VER;"ind:imp:3p;"
classais;classer;VER;"ind:imp:1s;ind:imp:2s;"
classait;classer;VER;"ind:imp:3s;"
classant;classer;VER;"par:pre;"
classe;classer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
classent;classer;VER;"ind:pre:3p;"
classer;classer;VER;"inf;"
classera;classer;VER;"ind:fut:3s;"
classerai;classer;VER;"ind:fut:1s;"
classeraient;classer;VER;"cnd:pre:3p;"
classerais;classer;VER;"cnd:pre:1s;cnd:pre:2s;"
classerait;classer;VER;"cnd:pre:3s;"
classeras;classer;VER;"ind:fut:2s;"
classes;classer;VER;"ind:pre:2s;"
classez;classer;VER;"imp:pre:2p;ind:pre:2p;"
classiez;classer;VER;"sub:pre:2p;"
classifient;classifier;VER;"ind:pre:3p;"
classifier;classifier;VER;"inf;"
classifierais;classifier;VER;"cnd:pre:2s;"
classifié;classifier;VER;"par:pas;"
classifiées;classifier;VER;"par:pas;"
classons;classer;VER;"imp:pre:1p;ind:pre:1p;"
classèrent;classer;VER;"ind:pas:3p;"
classé;classer;VER;"par:pas;"
classée;classer;VER;"par:pas;"
classées;classer;VER;"par:pas;"
classés;classer;VER;"par:pas;"
claudiquait;claudiquer;VER;"ind:imp:3s;"
claudiquant;claudiquer;VER;"par:pre;"
claudique;claudiquer;VER;"imp:pre:2s;ind:pre:1s;"
claudiquer;claudiquer;VER;"inf;"
claudiquerait;claudiquer;VER;"cnd:pre:3s;"
claudiquerez;claudiquer;VER;"ind:fut:2p;"
claustrait;claustrer;VER;"ind:imp:3s;"
claustrée;claustrer;VER;"par:pas;"
clayonnée;clayonner;VER;"par:pas;"
clicher;clicher;VER;"inf;"
cliché;clicher;VER;"par:pas;"
clichés;clicher;VER;"par:pas;"
cligna;cligner;VER;"ind:pas:3s;"
clignaient;cligner;VER;"ind:imp:3p;"
clignais;cligner;VER;"ind:imp:1s;"
clignait;cligner;VER;"ind:imp:3s;"
clignant;cligner;VER;"par:pre;"
cligne;cligner;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
clignent;cligner;VER;"ind:pre:3p;"
cligner;cligner;VER;"inf;"
clignez;cligner;VER;"imp:pre:2p;ind:pre:2p;"
clignons;cligner;VER;"ind:pre:1p;"
clignota;clignoter;VER;"ind:pas:3s;"
clignotaient;clignoter;VER;"ind:imp:3p;"
clignotait;clignoter;VER;"ind:imp:3s;"
clignotant;clignoter;VER;"par:pre;"
clignote;clignoter;VER;"imp:pre:2s;ind:pre:3s;"
clignotent;clignoter;VER;"ind:pre:3p;"
clignoter;clignoter;VER;"inf;"
clignotera;clignoter;VER;"ind:fut:3s;"
clignoterait;clignoter;VER;"cnd:pre:3s;"
clignotèrent;clignoter;VER;"ind:pas:3p;"
clignoté;clignoter;VER;"par:pas;"
clignèrent;cligner;VER;"ind:pas:3p;"
cligné;cligner;VER;"par:pas;"
clignées;cligner;VER;"par:pas;"
clignés;cligner;VER;"par:pas;"
climatisant;climatiser;VER;"par:pre;"
climatiser;climatiser;VER;"inf;"
climatisé;climatiser;VER;"par:pas;"
climatisée;climatiser;VER;"par:pas;"
climatisées;climatiser;VER;"par:pas;"
cliquant;cliquer;VER;"par:pre;"
cliquer;cliquer;VER;"inf;"
cliqueta;cliqueter;VER;"ind:pas:3s;"
cliquetaient;cliqueter;VER;"ind:imp:3p;"
cliquetait;cliqueter;VER;"ind:imp:3s;"
cliquetant;cliqueter;VER;"par:pre;"
cliqueter;cliqueter;VER;"inf;"
cliquette;cliqueter;VER;"ind:pre:1s;ind:pre:3s;"
cliquettent;cliqueter;VER;"ind:pre:3p;"
cliquez;cliquer;VER;"imp:pre:2p;ind:pre:2p;"
cliqué;cliquer;VER;"par:pas;"
clissées;clisser;VER;"par:pas;"
cliver;cliver;VER;"inf;"
clochaient;clocher;VER;"ind:imp:3p;"
clochait;clocher;VER;"ind:imp:3s;"
clochant;clocher;VER;"par:pre;"
clochardisait;clochardiser;VER;"ind:imp:3s;"
clochardiser;clochardiser;VER;"inf;"
clochardisé;clochardiser;VER;"par:pas;"
cloche;clocher;VER;"imp:pre:2s;ind:pre:3s;"
clochent;clocher;VER;"ind:pre:3p;"
clocher;clocher;VER;"inf;"
cloches;clocher;VER;"ind:pre:2s;"
clochetons;clocheter;VER;"imp:pre:1p;"
clochât;clocher;VER;"sub:imp:3s;"
cloché;clocher;VER;"par:pas;"
cloisonnaient;cloisonner;VER;"ind:imp:3p;"
cloisonnais;cloisonner;VER;"ind:imp:1s;"
cloisonnant;cloisonner;VER;"par:pre;"
cloisonne;cloisonner;VER;"ind:pre:3s;"
cloisonner;cloisonner;VER;"inf;"
cloisonné;cloisonner;VER;"par:pas;"
cloisonnée;cloisonner;VER;"par:pas;"
cloisonnés;cloisonner;VER;"par:pas;"
clonant;cloner;VER;"par:pre;"
clone;cloner;VER;"ind:pre:1s;ind:pre:3s;"
clonent;cloner;VER;"ind:pre:3p;"
cloner;cloner;VER;"inf;"
cloné;cloner;VER;"par:pas;"
clonés;cloner;VER;"par:pas;"
clopais;cloper;VER;"ind:imp:1s;"
clopant;cloper;VER;"par:pre;"
clope;cloper;VER;"imp:pre:2s;ind:pre:3s;"
cloper;cloper;VER;"inf;"
clopes;cloper;VER;"ind:pre:2s;"
clopina;clopiner;VER;"ind:pas:3s;"
clopinait;clopiner;VER;"ind:imp:3s;"
clopinant;clopiner;VER;"par:pre;"
clopine;clopiner;VER;"ind:pre:3s;"
clopiner;clopiner;VER;"inf;"
clopinez;clopiner;VER;"imp:pre:2p;ind:pre:2p;"
clopinâmes;clopiner;VER;"ind:pas:1p;"
cloquait;cloquer;VER;"ind:imp:3s;"
cloquant;cloquer;VER;"par:pre;"
cloque;cloquer;VER;"ind:pre:1s;ind:pre:3s;"
cloquent;cloquer;VER;"ind:pre:3p;"
cloquer;cloquer;VER;"inf;"
cloqué;cloquer;VER;"par:pas;"
cloquée;cloquer;VER;"par:pas;"
cloquées;cloquer;VER;"par:pas;"
cloqués;cloquer;VER;"par:pas;"
clora;clore;VER;"ind:fut:3s;"
clore;clore;VER;"inf;"
clos;clore;VER;"imp:pre:2s;ind:pre:1s;par:pas;par:pas;"
close;clore;VER;"par:pas;par:pas;sub:pre:1s;sub:pre:3s;"
closent;clore;VER;"ind:pre:3p;"
closes;clore;VER;"par:pas;"
cloua;clouer;VER;"ind:pas:3s;"
clouai;clouer;VER;"ind:pas:1s;"
clouaient;clouer;VER;"ind:imp:3p;"
clouait;clouer;VER;"ind:imp:3s;"
clouant;clouer;VER;"par:pre;"
cloue;clouer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
clouent;clouer;VER;"ind:pre:3p;"
clouer;clouer;VER;"ind:pre:2p;inf;"
clouera;clouer;VER;"ind:fut:3s;"
clouerai;clouer;VER;"ind:fut:1s;"
cloueraient;clouer;VER;"cnd:pre:3p;"
clouerait;clouer;VER;"cnd:pre:3s;"
cloueras;clouer;VER;"ind:fut:2s;"
clouerez;clouer;VER;"ind:fut:2p;"
clouez;clouer;VER;"imp:pre:2p;ind:pre:2p;"
clouions;clouer;VER;"ind:imp:1p;"
clouons;clouer;VER;"imp:pre:1p;ind:pre:1p;"
clouté;clouter;VER;"par:pas;"
cloutée;clouter;VER;"par:pas;"
cloutées;clouter;VER;"par:pas;"
cloutés;clouter;VER;"par:pas;"
clouèrent;clouer;VER;"ind:pas:3p;"
cloué;clouer;VER;"par:pas;"
clouée;clouer;VER;"par:pas;"
clouées;clouer;VER;"par:pas;"
cloués;clouer;VER;"par:pas;"
cloîtra;cloîtrer;VER;"ind:pas:3s;"
cloîtrai;cloîtrer;VER;"ind:pas:1s;"
cloîtraient;cloîtrer;VER;"ind:imp:3p;"
cloîtrait;cloîtrer;VER;"ind:imp:3s;"
cloîtrant;cloîtrer;VER;"par:pre;"
cloître;cloîtrer;VER;"imp:pre:2s;ind:pre:3s;"
cloîtrer;cloîtrer;VER;"inf;"
cloîtres;cloîtrer;VER;"ind:pre:2s;"
cloîtrâmes;cloîtrer;VER;"ind:pas:1p;"
cloîtré;cloîtrer;VER;"par:pas;"
cloîtrée;cloîtrer;VER;"par:pas;"
cloîtrées;cloîtrer;VER;"par:pas;"
cloîtrés;cloîtrer;VER;"par:pas;"
clôt;clore;VER;"ind:pre:3s;"
clôtura;clôturer;VER;"ind:pas:3s;"
clôturai;clôturer;VER;"ind:pas:1s;"
clôturaient;clôturer;VER;"ind:imp:3p;"
clôturait;clôturer;VER;"ind:imp:3s;"
clôture;clôturer;VER;"ind:pre:3s;"
clôturent;clôturer;VER;"ind:pre:3p;"
clôturer;clôturer;VER;"inf;"
clôturera;clôturer;VER;"ind:fut:3s;"
clôturé;clôturer;VER;"par:pas;"
clôturée;clôturer;VER;"par:pas;"
co-exister;co-exister;VER;"inf;"
co-habiter;co-habiter;VER;"inf;"
co-signer;co-signer;VER;"inf;"
co-signons;cosigner;VER;"ind:pre:1p;"
coache;coacher;VER;"ind:pre:3s;"
coacher;coacher;VER;"inf;"
coaché;coacher;VER;"par:pas;"
coagula;coaguler;VER;"ind:pas:3s;"
coagulaient;coaguler;VER;"ind:imp:3p;"
coagulait;coaguler;VER;"ind:imp:3s;"
coagulant;coaguler;VER;"par:pre;"
coagule;coaguler;VER;"ind:pre:3s;"
coagulent;coaguler;VER;"ind:pre:3p;"
coaguler;coaguler;VER;"inf;"
coagulera;coaguler;VER;"ind:fut:3s;"
coagulât;coaguler;VER;"sub:imp:3s;"
coagulé;coaguler;VER;"par:pas;"
coagulée;coaguler;VER;"par:pas;"
coagulées;coaguler;VER;"par:pas;"
coagulés;coaguler;VER;"par:pas;"
coalisaient;coaliser;VER;"ind:imp:3p;"
coalisent;coaliser;VER;"ind:pre:3p;"
coaliser;coaliser;VER;"inf;"
coalisée;coaliser;VER;"par:pas;"
coalisés;coaliser;VER;"par:pas;"
coassaient;coasser;VER;"ind:imp:3p;"
coassant;coasser;VER;"par:pre;"
coasse;coasser;VER;"ind:pre:3s;"
coassent;coasser;VER;"ind:pre:3p;"
coasser;coasser;VER;"inf;"
cocardasse;cocarder;VER;"sub:imp:1s;"
cocarder;cocarder;VER;"inf;"
cocardés;cocarder;VER;"par:pas;"
cocha;cocher;VER;"ind:pas:3s;"
cochait;cocher;VER;"ind:imp:3s;"
cochant;cocher;VER;"par:pre;"
coche;cocher;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
cocher;cocher;VER;"inf;"
cocheras;cocher;VER;"ind:fut:2s;"
coches;cocher;VER;"ind:pre:2s;"
cochez;cocher;VER;"imp:pre:2p;ind:pre:2p;"
cochonner;cochonner;VER;"inf;"
cochonnez;cochonner;VER;"ind:pre:2p;"
cochonné;cochonner;VER;"par:pas;"
cochonnées;cochonner;VER;"par:pas;"
cochât;cocher;VER;"sub:imp:3s;"
coché;cocher;VER;"par:pas;"
cochée;cocher;VER;"par:pas;"
cochées;cocher;VER;"par:pas;"
cochés;cocher;VER;"par:pas;"
cocolait;cocoler;VER;"ind:imp:3s;"
cocole;cocoler;VER;"ind:pre:3s;"
cocotent;cocoter;VER;"ind:pre:3p;"
cocoter;cocoter;VER;"inf;"
cocoterait;cocoter;VER;"cnd:pre:3s;"
cocotte;cocotter;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
cocufiant;cocufier;VER;"par:pre;"
cocufie;cocufier;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
cocufier;cocufier;VER;"inf;"
cocufiera;cocufier;VER;"ind:fut:3s;"
cocufié;cocufier;VER;"par:pas;"
codait;coder;VER;"ind:imp:3s;"
code;coder;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
coder;coder;VER;"inf;"
codes;coder;VER;"ind:pre:2s;sub:pre:2s;"
codifia;codifier;VER;"ind:pas:3s;"
codifiait;codifier;VER;"ind:imp:3s;"
codifiant;codifier;VER;"par:pre;"
codifier;codifier;VER;"inf;"
codifièrent;codifier;VER;"ind:pas:3p;"
codifié;codifier;VER;"par:pas;"
codifiée;codifier;VER;"par:pas;"
codifiées;codifier;VER;"par:pas;"
codé;coder;VER;"par:pas;"
codée;coder;VER;"par:pas;"
codées;coder;VER;"par:pas;"
codés;coder;VER;"par:pas;"
coexistaient;coexister;VER;"ind:imp:3p;"
coexistait;coexister;VER;"ind:imp:3s;"
coexistant;coexister;VER;"par:pre;"
coexiste;coexister;VER;"ind:pre:3s;"
coexistent;coexister;VER;"ind:pre:3p;"
coexister;coexister;VER;"inf;"
coexisteront;coexister;VER;"ind:fut:3p;"
coexistez;coexister;VER;"ind:pre:2p;"
coexistons;coexister;VER;"ind:pre:1p;"
coexisté;coexister;VER;"par:pas;"
coffraient;coffrer;VER;"ind:imp:3p;"
coffrait;coffrer;VER;"ind:imp:3s;"
coffre;coffrer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
coffrent;coffrer;VER;"ind:pre:3p;"
coffrer;coffrer;VER;"inf;"
coffrera;coffrer;VER;"ind:fut:3s;"
